cliente,recencia,frequencia,monetario,total_produtos_comprados,R,F,M,RFM_Score,RFM_Segment,Classe_Score,Classe_Segmento,Acao
Vitória Gomes,78,63,57802.0,148,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Vitória Pereira,26,38,40590.0,97,2,3,3,8,233,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitória Rocha,6,50,41165.0,128,1,5,3,9,153,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Yasmin Barros,16,35,31142.0,85,2,2,2,6,222,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Yasmin Ferreira,76,20,6829.0,49,4,1,1,6,411,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ágatha Almeida,94,38,24308.0,101,4,3,1,8,431,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ágatha Barbosa,27,35,37101.0,86,2,2,3,7,223,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Ágatha Castro,78,43,51466.0,121,4,4,4,12,444,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Ágatha Correia,135,38,38640.0,91,5,3,3,11,533,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Ágatha Fernandes,38,29,32658.0,88,3,1,2,6,312,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ágatha Martins,21,36,25795.0,95,2,3,2,7,232,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Ágatha Oliveira,37,22,26646.0,50,3,1,2,6,312,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ágatha Sousa,31,30,37882.0,64,2,2,3,7,223,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
